UID,university,TID,Tuition and fees,CID,RID,year,RO_ID,rank_display,student_faculty_ratio,SID,GRE_ID,GRE Score,IELTS,Toefl,GPA,link
100165,University of Pittsburgh,Type2,41483,CU1,R1,2022,RA_RO1,163,6,S2,GRE4,326,9,96,3,https://www.topuniversities.com/universities/university-pittsburgh
100166,RWTH Aachen University,Type2,42515,CU12,R2,2022,RA_RO1,165,19,S4,GRE2,0,6,112,2.8,https://www.topuniversities.com/universities/rwth-aachen-university
100167,Alma Mater Studiorum - University of Bologna,Type2,65604,CU29,R2,2022,RA_RO1,166,24,S4,GRE2,0,8.5,111,2.8,https://www.topuniversities.com/universities/alma-mater-studiorum-university-bologna
100168,University of Bath,Type2,43007,CU2,R2,2022,RA_RO1,166,12,S2,GRE2,0,6.5,114,2.9,https://www.topuniversities.com/universities/university-bath
100169,Texas A&M University,Type2,55507,CU1,R1,2022,RA_RO1,168,21,S4,GRE1,0,8,117,3.2,https://www.topuniversities.com/universities/texas-am-university
100170,Universitat de Barcelona,Type2,44096,CU31,R2,2022,RA_RO1,168,15,S4,GRE2,0,7,102,2.9,https://www.topuniversities.com/universities/universitat-de-barcelona
100171,Western University,Type2,47837,CU8,R1,2022,RA_RO1,170,22,S2,GRE2,0,9,116,2.6,https://www.topuniversities.com/universities/western-university
100172,Sapienza University of Rome,Type2,68342,CU29,R2,2022,RA_RO1,171,23,S4,GRE2,0,7,115,2.7,https://www.topuniversities.com/universities/sapienza-university-rome
100173,Albert-Ludwigs-Universitaet Freiburg,Type2,60163,CU12,R2,2022,RA_RO1,172,11,S2,GRE2,0,7.5,95,3.2,https://www.topuniversities.com/universities/albert-ludwigs-universitaet-freiburg
100174,University College Dublin,Type2,45052,CU22,R2,2022,RA_RO1,173,12,S2,GRE2,0,6.5,98,2.5,https://www.topuniversities.com/universities/university-college-dublin
100175,University of Florida,Type2,58455,CU1,R1,2022,RA_RO1,173,7,S4,GRE3,318,7.5,111,2.8,https://www.topuniversities.com/universities/university-florida
100176,Al-Farabi Kazakh National University,Type2,64433,CU32,R3,2022,RA_RO3,175,6,S2,GRE2,0,6.5,115,2.5,https://www.topuniversities.com/universities/al-farabi-kazakh-national-university
100177,University of Lausanne,Type2,27456,CU3,R2,2022,RA_RO1,176,9,S2,GRE2,0,9,92,2.7,https://www.topuniversities.com/universities/university-lausanne
100178,Eberhard Karls Universität Tübingen,Type2,58032,CU12,R2,2022,RA_RO1,177,5,S2,GRE2,0,9,99,3.1,https://www.topuniversities.com/universities/eberhard-karls-universitat-tubingen
100179,Indian Institute of Technology Bombay (IITB),Type2,44626,CU33,R3,2022,RA_RO1,177,11,S1,GRE2,0,8.5,96,2.6,https://www.topuniversities.com/universities/indian-institute-technology-bombay-iitb
100180,Erasmus University Rotterdam ,Type2,46638,CU13,R2,2022,RA_RO1,179,11,S2,GRE2,0,9,110,2.5,https://www.topuniversities.com/universities/erasmus-university-rotterdam
100181,National Tsing Hua University,Type2,36482,CU15,R3,2022,RA_RO1,180,10,S2,GRE2,0,8.5,113,3.4,https://www.topuniversities.com/universities/national-tsing-hua-university
100182,Technische Universität Wien,Type2,30979,CU30,R2,2022,RA_RO1,180,11,S1,GRE2,0,8,103,2.8,https://www.topuniversities.com/universities/vienna-university-technology
100183,University of Gothenburg,Type2,51024,CU21,R2,2022,RA_RO1,180,8,S2,GRE2,0,6.5,94,2.9,https://www.topuniversities.com/universities/university-gothenburg
100184,Khalifa University,Type2,25631,CU34,R3,2022,RA_RO1,183,6,S3,GRE2,0,8.5,107,3.1,https://www.topuniversities.com/universities/khalifa-university
100185,Universidad de Chile,Type2,64291,CU28,R5,2022,RA_RO1,183,15,S4,GRE2,0,7,98,2.6,https://www.topuniversities.com/universities/universidad-de-chile
100186,Indian Institute of Technology Delhi (IITD),Type2,67264,CU33,R3,2022,RA_RO1,185,11,S1,GRE2,0,6,110,2.8,https://www.topuniversities.com/universities/indian-institute-technology-delhi-iitd
100187,Indian Institute of Science,Type2,34443,CU33,R3,2022,RA_RO1,186,9,S3,GRE2,0,8.5,112,2.5,https://www.topuniversities.com/universities/indian-institute-science
100188,University of Minnesota Twin Cities,Type2,55588,CU1,R1,2022,RA_RO1,186,11,S4,GRE4,300,9,114,2.6,https://www.topuniversities.com/universities/university-minnesota-twin-cities
100189,Université catholique de Louvain (UCLouvain),Type1,32163,CU17,R2,2022,RA_RO1,188,19,S2,GRE2,0,9,105,3.4,https://www.topuniversities.com/universities/universite-catholique-de-louvain-uclouvain
100190,University of Liverpool,Type2,34217,CU2,R2,2022,RA_RO1,189,10,S2,GRE2,0,6.5,102,2.5,https://www.topuniversities.com/universities/university-liverpool
100191,University of Twente,Type2,52169,CU13,R2,2022,RA_RO1,189,10,S2,GRE2,0,8,102,2.6,https://www.topuniversities.com/universities/university-twente
100192,Dartmouth College,Type1,27546,CU1,R1,2022,RA_RO1,191,8,S1,GRE3,321,7,100,2.6,https://www.topuniversities.com/universities/dartmouth-college
100193,Universiti Teknologi Malaysia ,Type2,62899,CU14,R3,2022,RA_RO1,191,11,S2,GRE2,0,6,112,3.1,https://www.topuniversities.com/universities/universiti-teknologi-malaysia
100194,University of Wollongong,Type2,50038,CU9,R4,2022,RA_RO1,193,13,S2,GRE2,0,8.5,101,2.6,https://www.topuniversities.com/universities/university-wollongong
100195,Curtin University,Type2,53859,CU9,R4,2022,RA_RO1,194,14,S2,GRE2,0,7,94,3.2,https://www.topuniversities.com/universities/curtin-university
100196,Technische Universität Dresden,Type2,33536,CU12,R2,2022,RA_RO1,194,7,S4,GRE2,0,8.5,109,3.1,https://www.topuniversities.com/universities/technische-universitat-dresden
100197,University of Otago,Type2,28532,CU20,R4,2022,RA_RO1,194,14,S2,GRE2,0,6.5,115,2.6,https://www.topuniversities.com/universities/university-otago
100198,"The University of Newcastle, Australia (UON)",Type2,66239,CU9,R4,2022,RA_RO1,197,11,S2,GRE2,0,7,92,2.5,https://www.topuniversities.com/universities/university-newcastle-australia-uon
100199,The Hebrew University of Jerusalem,Type2,25931,CU35,R3,2022,RA_RO1,198,7,S2,GRE2,0,6,113,2.9,https://www.topuniversities.com/universities/hebrew-university-jerusalem
100200,University of Bergen,Type2,48494,CU23,R2,2022,RA_RO1,199,7,S1,GRE2,0,9,103,3.4,https://www.topuniversities.com/universities/university-bergen
100201,Macquarie University,Type2,31050,CU9,R4,2022,RA_RO1,200,14,S2,GRE2,0,6.5,108,3.3,https://www.topuniversities.com/universities/macquarie-university
100202,Keio University,Type1,31096,CU7,R3,2022,RA_RO1,201,8,S4,GRE2,0,8.5,103,2.5,https://www.topuniversities.com/universities/keio-university
100203,University of Reading,Type2,33574,CU2,R2,2022,RA_RO1,202,12,S2,GRE2,0,7.5,103,3.2,https://www.topuniversities.com/universities/university-reading
100204,Waseda University,Type1,50230,CU7,R3,2022,RA_RO1,203,11,S4,GRE2,0,8.5,93,3.1,https://www.topuniversities.com/universities/waseda-university
100205,University of Göttingen,Type2,57727,CU12,R2,2022,RA_RO1,204,8,S4,GRE2,0,6.5,111,2.8,https://www.topuniversities.com/universities/university-gottingen
100206,University of Aberdeen,Type2,32856,CU2,R2,2022,RA_RO1,205,11,S2,GRE2,0,8,98,3.3,https://www.topuniversities.com/universities/university-aberdeen
100207,RMIT University,Type2,50264,CU9,R4,2022,RA_RO1,206,18,S4,GRE2,0,7,103,3.2,https://www.topuniversities.com/universities/rmit-university
100208,Universidad Autónoma de Madrid,Type2,57699,CU31,R2,2022,RA_RO1,207,10,S2,GRE2,0,8.5,93,2.8,https://www.topuniversities.com/universities/universidad-autonoma-de-madrid
100209,Universite libre de Bruxelles,Type2,67643,CU17,R2,2022,RA_RO1,207,23,S2,GRE2,0,7,99,2.5,https://www.topuniversities.com/universities/universite-libre-de-bruxelles
100210,Universitat Autònoma de Barcelona,Type2,32599,CU31,R2,2022,RA_RO1,209,15,S4,GRE2,0,6.5,99,2.9,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona
100211,Vrije Universiteit Amsterdam,Type2,42669,CU13,R2,2022,RA_RO1,209,10,S2,GRE2,0,9,116,3.2,https://www.topuniversities.com/universities/vrije-universiteit-amsterdam
100212,Tongji University,Type2,44880,CU5,R3,2022,RA_RO1,211,11,S4,GRE2,0,7.5,95,2.5,https://www.topuniversities.com/universities/tongji-university
100213,Ulsan National Institute of Science and Technology (UNIST),Type2,33743,CU10,R3,2022,RA_RO1,212,7,S3,GRE2,0,8,114,3.3,https://www.topuniversities.com/universities/ulsan-national-institute-science-technology-unist
100214,Queensland University of Technology (QUT),Type2,66386,CU9,R4,2022,RA_RO1,213,17,S4,GRE2,0,7.5,104,2.6,https://www.topuniversities.com/universities/queensland-university-technology-qut
100215,Universität Hamburg,Type2,58936,CU12,R2,2022,RA_RO1,214,14,S2,GRE2,0,7.5,101,2.7,https://www.topuniversities.com/universities/universitat-hamburg
100216,Chulalongkorn University,Type2,31682,CU36,R3,2022,RA_RO3,215,10,S4,GRE2,0,7,108,3.1,https://www.topuniversities.com/universities/chulalongkorn-university
100217,Arizona State University,Type2,43587,CU1,R1,2022,RA_RO1,216,17,S4,GRE1,0,9,93,3,https://www.topuniversities.com/universities/arizona-state-university
100218,Queen's University Belfast,Type2,31126,CU2,R2,2022,RA_RO1,216,10,S2,GRE2,0,6.5,114,3.3,https://www.topuniversities.com/universities/queens-university-belfast
100219,Vanderbilt University,Type1,59367,CU1,R1,2022,RA_RO1,218,3,S2,GRE3,302,6,109,2.8,https://www.topuniversities.com/universities/vanderbilt-university
100220,Universidade Estadual de Campinas (Unicamp),Type2,33002,CU27,R5,2022,RA_RO1,219,15,S2,GRE2,0,9,99,2.9,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp
100221,Radboud University ,Type2,29781,CU13,R2,2022,RA_RO1,220,11,S2,GRE2,0,6.5,103,2.5,https://www.topuniversities.com/universities/radboud-university
100222,Vrije Universiteit Brussel (VUB),Type2,44480,CU17,R2,2022,RA_RO1,221,7,S2,GRE2,0,6.5,112,2.5,https://www.topuniversities.com/universities/vrije-universiteit-brussel-vub
100223,University of Notre Dame,Type1,54633,CU1,R1,2022,RA_RO1,222,8,S2,GRE1,0,7.5,101,3.3,https://www.topuniversities.com/universities/university-notre-dame
100224,Complutense University of Madrid,Type2,49973,CU31,R2,2022,RA_RO1,223,13,S4,GRE2,0,9,90,2.5,https://www.topuniversities.com/universities/complutense-university-madrid
100225,Qatar University,Type2,46307,CU37,R3,2022,RA_RO1,224,8,S1,GRE2,0,8,108,2.9,https://www.topuniversities.com/universities/qatar-university
100226,Wuhan University,Type2,67613,CU5,R3,2022,RA_RO1,225,14,S4,GRE2,0,9,105,3.2,https://www.topuniversities.com/universities/wuhan-university
100227,Rheinische Friedrich-Wilhelms-Universität Bonn,Type2,63113,CU12,R2,2022,RA_RO1,226,5,S2,GRE2,0,9,104,2.6,https://www.topuniversities.com/universities/rheinische-friedrich-wilhelms-universitat-bonn
100228,University of Cape Town,Type2,69672,CU38,R6,2022,RA_RO1,226,14,S2,GRE2,0,9,108,3,https://www.topuniversities.com/universities/university-cape-town
100229,University of Sussex,Type2,36312,CU2,R2,2022,RA_RO1,226,14,S2,GRE2,0,7,101,2.5,https://www.topuniversities.com/universities/university-sussex
100230,University of Virginia,Type2,49901,CU1,R1,2022,RA_RO1,226,8,S2,GRE1,0,7.5,93,2.5,https://www.topuniversities.com/universities/university-virginia
100231,University of Ottawa,Type2,52886,CU8,R1,2022,RA_RO1,230,22,S4,GRE2,0,8.5,107,2.6,https://www.topuniversities.com/universities/university-ottawa
100232,Loughborough University,Type2,28225,CU2,R2,2022,RA_RO1,231,12,S2,GRE2,0,9,92,2.9,https://www.topuniversities.com/universities/loughborough-university
100233,"University of California, Irvine",Type2,33305,CU1,R1,2022,RA_RO1,232,13,S4,GRE4,299,6,101,3.1,https://www.topuniversities.com/universities/university-california-irvine
100234,Maastricht University ,Type2,64239,CU13,R2,2022,RA_RO1,233,13,S2,GRE2,0,8.5,102,3.1,https://www.topuniversities.com/universities/maastricht-university
100235,University of Antwerp,Type2,64636,CU17,R2,2022,RA_RO1,233,9,S2,GRE2,0,7,94,3,https://www.topuniversities.com/universities/university-antwerp
100236,University of Calgary,Type2,40759,CU8,R1,2022,RA_RO1,235,12,S4,GRE2,0,6.5,98,3,https://www.topuniversities.com/universities/university-calgary
100237,Harbin Institute of Technology,Type2,33756,CU5,R3,2022,RA_RO1,236,9,S4,GRE2,0,7.5,93,3.1,https://www.topuniversities.com/universities/harbin-institute-technology
100238,Universidad de los Andes,Type1,57781,CU39,R5,2022,RA_RO3,236,13,S2,GRE2,0,9,101,3.2,https://www.topuniversities.com/universities/universidad-de-los-andes
100239,University of Leicester,Type2,55355,CU2,R2,2022,RA_RO1,236,10,S2,GRE2,0,7,91,2.9,https://www.topuniversities.com/universities/university-leicester
100240,Victoria University of Wellington,Type2,50018,CU20,R4,2022,RA_RO1,236,16,S2,GRE2,0,9,91,3.3,https://www.topuniversities.com/universities/victoria-university-wellington
100241,Queen's University at Kingston,Type2,38232,CU8,R1,2022,RA_RO1,240,19,S2,GRE2,0,8.5,98,2.6,https://www.topuniversities.com/universities/queens-university-kingston
100242,USI - Università della Svizzera italiana,Type2,51787,CU3,R2,2022,RA_RO1,240,7,S3,GRE2,0,8,103,3.2,https://www.topuniversities.com/universities/usi-universita-della-svizzera-italiana
100243,American University of Beirut (AUB),Type1,50615,CU40,R3,2022,RA_RO1,242,8,S1,GRE2,0,8.5,117,3.3,https://www.topuniversities.com/universities/american-university-beirut-aub
100244,Saint Petersburg State University,Type2,50724,CU18,R2,2022,RA_RO1,242,8,S2,GRE2,0,7.5,92,2.7,https://www.topuniversities.com/universities/saint-petersburg-state-university
100245,Università di Padova,Type2,44376,CU29,R2,2022,RA_RO2,242,17,S4,GRE2,0,8.5,110,3.1,https://www.topuniversities.com/universities/universita-di-padova
100246,Ecole des Ponts ParisTech,Type2,31216,CU11,R2,2022,RA_RO1,245,6,S3,GRE2,0,6.5,112,3.4,https://www.topuniversities.com/universities/ecole-des-ponts-paristech
100247,Novosibirsk State University,Type2,43681,CU18,R2,2022,RA_RO1,246,6,S1,GRE2,0,9,94,3.2,https://www.topuniversities.com/universities/novosibirsk-state-university
100248,University of Massachusetts Amherst,Type2,56188,CU1,R1,2022,RA_RO1,246,14,S2,GRE3,296,7.5,112,3.3,https://www.topuniversities.com/universities/university-massachusetts-amherst
100249,Georgetown University,Type1,36543,CU1,R1,2022,RA_RO1,248,8,S2,GRE1,0,7.5,90,3.4,https://www.topuniversities.com/universities/georgetown-university
100250,Universitat Pompeu Fabra (Barcelona),Type2,41700,CU31,R2,2022,RA_RO1,248,16,S2,GRE2,0,7,94,3.3,https://www.topuniversities.com/universities/universitat-pompeu-fabra
100251,Universiti Brunei Darussalam (UBD),Type2,43106,CU41,R3,2022,RA_RO1,250,6,S3,GRE2,0,8.5,106,2.5,https://www.topuniversities.com/universities/universiti-brunei-darussalam-ubd
100252,University of Colorado Boulder,Type2,41866,CU1,R1,2022,RA_RO1,251,11,S4,GRE3,313,9,108,3.2,https://www.topuniversities.com/universities/university-colorado-boulder
100253,National Cheng Kung University (NCKU),Type2,37106,CU15,R3,2022,RA_RO1,252,10,S2,GRE2,0,8.5,97,3,https://www.topuniversities.com/universities/national-cheng-kung-university-ncku
100254,Yeshiva University,Type1,58118,CU1,R1,2022,RA_RO1,252,10,S3,GRE1,0,8,117,3.2,https://www.topuniversities.com/universities/yeshiva-university
100255,Gadjah Mada University,Type2,51479,CU42,R3,2022,RA_RO3,254,8,S4,GRE2,0,7.5,105,3.3,https://www.topuniversities.com/universities/gadjah-mada-university
100256,Indian Institute of Technology Madras (IITM),Type2,32577,CU33,R3,2022,RA_RO1,255,11,S1,GRE2,0,7.5,96,3,https://www.topuniversities.com/universities/indian-institute-technology-madras-iitm
100257,Mahidol University,Type2,43830,CU36,R3,2022,RA_RO1,255,7,S2,GRE2,0,8.5,117,3.4,https://www.topuniversities.com/universities/mahidol-university
100258,Tel Aviv University,Type2,25931,CU35,R3,2022,RA_RO1,255,22,S2,GRE2,0,8,114,2.5,https://www.topuniversities.com/universities/tel-aviv-university
100259,National University of Ireland Galway,Type2,57027,CU22,R2,2022,RA_RO3,258,8,S2,GRE2,0,6,96,3.4,https://www.topuniversities.com/universities/national-university-ireland-galway
100260,Universidad Nacional de Colombia,Type2,38076,CU39,R5,2022,RA_RO3,258,14,S4,GRE2,0,8.5,108,3.1,https://www.topuniversities.com/universities/universidad-nacional-de-colombia
100261,University of Canterbury | Te Whare Wānanga o Waitaha,Type2,33402,CU20,R4,2022,RA_RO1,258,17,S2,GRE2,0,6.5,90,3.4,https://www.topuniversities.com/universities/university-canterbury-te-whare-wananga-o-waitaha
100262,Sun Yat-sen University,Type2,59503,CU5,R3,2022,RA_RO1,260,8,S4,GRE2,0,9,97,2.7,https://www.topuniversities.com/universities/sun-yat-sen-university
100263,Sciences Po,Type2,39811,CU11,R2,2022,RA_RO1,261,6,S1,GRE2,0,7,114,3.4,https://www.topuniversities.com/universities/sciences-po
100264,Université de Paris,Type2,62865,CU11,R2,2022,RA_RO1,261,17,S4,GRE2,0,7,92,2.7,https://www.topuniversities.com/universities/universite-de-paris
100265,Kyung Hee University,Type1,57565,CU10,R3,2022,RA_RO1,264,7,S2,GRE2,0,8.5,110,3.3,https://www.topuniversities.com/universities/kyung-hee-university
100266,Rutgers University–New Brunswick,Type2,42827,CU1,R1,2022,RA_RO1,264,9,S4,GRE1,0,9,112,3,https://www.topuniversities.com/universities/rutgers-university-new-brunswick
100267,Charles University,Type2,46224,CU43,R2,2022,RA_RO1,266,9,S4,GRE2,0,8.5,116,3.1,https://www.topuniversities.com/universities/charles-university
100268,University of Navarra,Type1,57378,CU31,R2,2022,RA_RO1,266,9,S1,GRE2,0,7,108,3.4,https://www.topuniversities.com/universities/university-navarra
100269,National Yang Ming Chiao Tung University,Type2,33807,CU15,R3,2022,RA_RO1,268,8,S2,GRE2,0,6.5,115,3.2,https://www.topuniversities.com/universities/national-yang-ming-chiao-tung-university
100270,The University of Arizona,Type2,57106,CU1,R1,2022,RA_RO1,268,6,S4,GRE1,0,9,115,2.9,https://www.topuniversities.com/universities/university-arizona
100271,Technical University of Darmstadt,Type2,46236,CU12,R2,2022,RA_RO1,269,20,S2,GRE2,0,7.5,99,3.3,https://www.topuniversities.com/universities/technical-university-darmstadt
100272,Beijing Normal University ,Type2,26979,CU5,R3,2022,RA_RO1,270,11,S2,GRE2,0,6,113,3,https://www.topuniversities.com/universities/beijing-normal-university
100273,Heriot-Watt University,Type2,67549,CU2,R2,2022,RA_RO1,270,12,S1,GRE2,0,8,97,2.7,https://www.topuniversities.com/universities/heriot-watt-university
