university,year,rank_display,link,country,city,region,type,research_output,student_faculty_ratio,international_students,size,faculty_count,GRE Waiver,GRE Score,IELTS,Toefl,GPA,Tuition and fees,Acceptance Ratio,UID,CID,RID,SID,TID,GRE_ID,RO_ID
Pennsylvania State University,2022,96,https://www.topuniversities.com/universities/pennsylvania-state-university,United States,University Park,North America,Public,Very High,11.0,"6,943",XL,"4,207",No,Not Required,7.5,97,2.8000000000000003,43426,36.80000000000003,10097,CU1,R1,S4,Type2,GRE4,RA_RO1
Sungkyunkwan University (SKKU),2022,97,https://www.topuniversities.com/universities/sungkyunkwan-universityskku,South Korea,Suwon,Asia,Private,Very High,7.0,"3,821",L,"3,313",Not Applicable,Not Applicable,9.0,113,2.6,38329,19.500000000000014,10098,CU10,R3,S2,Type1,GRE2,RA_RO1
University of Science and Technology of China,2022,98,https://www.topuniversities.com/universities/university-science-technology-china,China (Mainland),Hefei,Asia,Public,Very High,7.0,"1,019",L,"2,708",Not Applicable,Not Applicable,8.0,93,3.0000000000000004,64548,13.30000000000001,10099,CU5,R3,S2,Type2,GRE2,RA_RO1
Technical University of Denmark,2022,99,https://www.topuniversities.com/universities/technical-university-denmark,Denmark,Kongens Lyngby,Europe,Public,Very High,4.0,"2,495",M,"2,219",Not Applicable,Not Applicable,7.5,113,3.400000000000001,57052,32.800000000000026,100100,CU19,R2,S1,Type2,GRE2,RA_RO1
"University of North Carolina, Chapel Hill",2022,100,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,North America,Public,Very High,7.0,"2,749",XL,"4,646",No,Not Required,6.0,116,2.9000000000000004,37358,7.300000000000004,100101,CU1,R1,S4,Type2,GRE4,RA_RO1
"Trinity College Dublin, The University of Dublin",2022,101,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin,Ireland,Dublin,Europe,Public,Very High,12.0,"5,593",L,"1,383",Not Applicable,Not Applicable,7.0,115,3.0000000000000004,37805,11.800000000000008,100102,CU22,R2,S2,Type2,GRE2,RA_RO1
University of Oslo,2022,102,https://www.topuniversities.com/universities/university-oslo,Norway,Oslo,Europe,Public,Very High,7.0,"2,560",L,"2,600",Not Applicable,Not Applicable,7.5,105,2.8000000000000003,51953,15.900000000000011,100103,CU23,R2,S2,Type2,GRE2,RA_RO1
University of Nottingham,2022,103,https://www.topuniversities.com/universities/university-nottingham,United Kingdom,Nottingham,Europe,Public,Very High,10.0,"9,659",XL,"3,386",Not Applicable,Not Applicable,6.5,99,3.3000000000000007,65489,33.10000000000002,100104,CU2,R2,S4,Type2,GRE2,RA_RO1
University of Helsinki,2022,104,https://www.topuniversities.com/universities/university-helsinki,Finland,Helsinki,Europe,Public,Very High,8.0,"1,254",L,"2,855",Not Applicable,Not Applicable,8.5,111,3.2000000000000006,44397,17.400000000000013,100105,CU24,R2,S2,Type2,GRE2,RA_RO1
Universidad Nacional Autónoma de México  (UNAM),2022,105,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-mexico-unam,Mexico,Mexico City,Latin America,Public,Very High,9.0,"5,110",XL,"16,381",Not Applicable,Not Applicable,8.5,103,3.1000000000000005,63523,47.80000000000004,100106,CU25,R5,S4,Type2,GRE2,RA_RO1
University of Geneva,2022,105,https://www.topuniversities.com/universities/university-geneva,Switzerland,Geneva,Europe,Public,Very High,9.0,"6,547",L,"1,814",Not Applicable,Not Applicable,7.0,104,2.6,34094,34.800000000000026,100107,CU3,R2,S2,Type2,GRE2,RA_RO1
Washington University in St. Louis,2022,107,https://www.topuniversities.com/universities/washington-university-st-louis,United States,St. Louis,North America,Private,Very High,5.0,"3,535",L,"3,193",Yes,327,6.5,109,3.1000000000000005,38645,18.200000000000014,100108,CU1,R1,S2,Type1,GRE3,RA_RO1
The University of Adelaide,2022,108,https://www.topuniversities.com/universities/university-adelaide,Australia,Adelaide,Oceania,Public,Very High,13.0,"10,107",L,"1,757",Not Applicable,Not Applicable,8.5,95,2.8000000000000003,45113,20.300000000000015,100109,CU9,R4,S2,Type2,GRE2,RA_RO1
"University of California, Davis",2022,108,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,North America,Public,Very High,10.0,"8,414",XL,"3,420",No,Not Required,7.5,96,2.7,61589,44.500000000000036,100110,CU1,R1,S4,Type2,GRE4,RA_RO1
King Abdulaziz University (KAU),2022,109,https://www.topuniversities.com/universities/king-abdulaziz-university-kau,Saudi Arabia,Jeddah,Asia,Public,Very High,8.0,"6,821",XL,"4,054",Not Applicable,Not Applicable,8.0,105,3.1000000000000005,44375,48.90000000000004,100111,CU26,R3,S4,Type2,GRE2,RA_RO1
Utrecht University,2022,110,https://www.topuniversities.com/universities/utrecht-university,Netherlands,Utrecht,Europe,Public,Very High,10.0,"4,454",XL,"3,254",Not Applicable,Not Applicable,7.5,102,2.8000000000000003,26087,12.000000000000007,100112,CU13,R2,S4,Type2,GRE2,RA_RO1
Université de Montréal ,2022,111,https://www.topuniversities.com/universities/universite-de-montreal,Canada,Montreal,North America,Public,Very High,7.0,"7,625",XL,"5,533",Not Applicable,Not Applicable,7.5,109,2.7,39010,42.500000000000036,100113,CU8,R1,S4,Type2,GRE2,RA_RO1
Aalto University,2022,112,https://www.topuniversities.com/universities/aalto-university,Finland,Espoo,Europe,Public,Very High,9.0,"2,202",L,"1,396",Not Applicable,Not Applicable,9.0,111,3.2000000000000006,48303,5.000000000000002,100114,CU24,R2,S2,Type2,GRE2,RA_RO1
Boston University,2022,112,https://www.topuniversities.com/universities/boston-university,United States,Boston,North America,Private,Very High,10.0,"8,159",L,"2,642",Optional,309,6.5,108,2.7,40178,35.70000000000003,100115,CU1,R1,S2,Type1,GRE1,RA_RO1
Leiden University,2022,112,https://www.topuniversities.com/universities/leiden-university,Netherlands,Leiden,Europe,Public,Very High,12.0,"6,064",XL,"2,069",Not Applicable,Not Applicable,7.5,96,2.8000000000000003,33154,21.000000000000014,100116,CU13,R2,S4,Type2,GRE2,RA_RO1
University of Southern California,2022,112,https://www.topuniversities.com/universities/university-southern-california,United States,Los Angeles,North America,Private,Very High,10.0,"9,107",XL,"3,116",Yes,311,9.0,116,3.3000000000000007,69423,46.20000000000004,100117,CU1,R1,S4,Type1,GRE3,RA_RO1
Purdue University,2022,116,https://www.topuniversities.com/universities/purdue-university,United States,West Lafayette,North America,Public,Very High,15.0,"8,034",XL,"2,622",Yes,290,9.0,106,2.8000000000000003,36115,31.400000000000027,100118,CU1,R1,S4,Type2,GRE3,RA_RO1
Queen Mary University of London,2022,117,https://www.topuniversities.com/universities/queen-mary-university-london,United Kingdom,London,Europe,Public,Very High,9.0,"8,625",L,"2,119",Not Applicable,Not Applicable,9.0,104,3.3000000000000007,33252,10.500000000000007,100119,CU2,R2,S2,Type2,GRE2,RA_RO1
Nagoya University,2022,118,https://www.topuniversities.com/universities/nagoya-university,Japan,Nagoya,Asia,Public,Very High,6.0,"1,879",L,"2,512",Not Applicable,Not Applicable,7.5,109,2.7,64237,44.80000000000004,100120,CU7,R3,S2,Type2,GRE2,RA_RO1
University of Bern,2022,119,https://www.topuniversities.com/universities/university-bern,Switzerland,Bern,Europe,Public,Very High,8.0,"1,776",M,"1,212",Not Applicable,Not Applicable,7.0,116,2.8000000000000003,60101,28.300000000000022,100121,CU3,R2,S1,Type2,GRE2,RA_RO1
The Ohio State University,2022,120,https://www.topuniversities.com/universities/ohio-state-university,United States,Columbus,North America,Public,Very High,9.0,"7,029",XL,"6,388",No,Not Required,6.5,94,2.7,66784,49.70000000000004,100122,CU1,R1,S4,Type2,GRE4,RA_RO1
Chalmers University of Technology,2022,121,https://www.topuniversities.com/universities/chalmers-university-technology,Sweden,Gothenburg,Europe,Private,Very High,8.0,"2,502",M,"2,500",Not Applicable,Not Applicable,7.0,103,2.6,42835,39.80000000000003,100123,CU21,R2,S1,Type1,GRE2,RA_RO1
Universidade de São Paulo,2022,121,https://www.topuniversities.com/universities/universidade-de-sao-paulo,Brazil,São Paulo,Latin America,Public,Very High,13.0,"1,858",XL,"4,943",Not Applicable,Not Applicable,8.0,114,2.6,43209,41.20000000000003,100124,CU27,R5,S4,Type2,GRE2,RA_RO1
Wageningen University & Research,2022,123,https://www.topuniversities.com/universities/wageningen-university-research,Netherlands,Wageningen,Europe,Public,Very High,5.0,"4,131",L,"2,767",Not Applicable,Not Applicable,8.0,102,2.8000000000000003,44994,9.500000000000005,100125,CU13,R2,S2,Type2,GRE2,RA_RO1
Uppsala University,2022,124,https://www.topuniversities.com/universities/uppsala-university,Sweden,Uppsala,Europe,Public,Very High,10.0,"8,401",L,"2,843",Not Applicable,Not Applicable,8.0,96,2.7,44590,30.000000000000025,100126,CU21,R2,S2,Type2,GRE2,RA_RO1
Eindhoven University of Technology,2022,125,https://www.topuniversities.com/universities/eindhoven-university-technology,Netherlands,Eindhoven,Europe,Public,Very High,9.0,"1,872",M,"1,145",Not Applicable,Not Applicable,9.0,90,3.2000000000000006,49491,20.100000000000016,100127,CU13,R2,S1,Type2,GRE2,RA_RO1
University of Alberta,2022,126,https://www.topuniversities.com/universities/university-alberta,Canada,Edmonton,North America,Public,Very High,9.0,"9,689",XL,"3,645",Not Applicable,Not Applicable,8.0,103,3.0000000000000004,28177,38.00000000000003,100128,CU8,R1,S4,Type2,GRE2,RA_RO1
Freie Universitaet Berlin,2022,127,https://www.topuniversities.com/universities/freie-universitaet-berlin,Germany,Berlin,Europe,Public,Very High,25.0,"6,659",XL,"1,389",Not Applicable,Not Applicable,7.5,115,3.1000000000000005,34519,43.30000000000003,100129,CU12,R2,S4,Type2,GRE2,RA_RO1
Humboldt-Universität zu Berlin,2022,128,https://www.topuniversities.com/universities/humboldt-universitat-zu-berlin,Germany,Berlin,Europe,Public,Very High,17.0,"5,239",XL,"1,967",Not Applicable,Not Applicable,7.0,100,2.9000000000000004,38875,13.000000000000009,100130,CU12,R2,S4,Type2,GRE2,RA_RO1
University of Groningen,2022,128,https://www.topuniversities.com/universities/university-groningen,Netherlands,Groningen,Europe,Public,Very High,8.0,"9,397",XL,"3,724",Not Applicable,Not Applicable,6.0,103,3.3000000000000007,30493,28.900000000000023,100131,CU13,R2,S4,Type2,GRE2,RA_RO1
École Normale Supérieure de Lyon,2022,130,https://www.topuniversities.com/universities/ecole-normale-superieure-de-lyon,France,Lyon,Europe,Public,Very High,5.0,233,S,387,Not Applicable,Not Applicable,7.5,95,2.5,40549,21.500000000000018,100132,CU11,R2,S3,Type2,GRE2,RA_RO1
Nanjing University,2022,131,https://www.topuniversities.com/universities/nanjing-university,China (Mainland),Nanjing,Asia,Public,Very High,11.0,"2,513",XL,"3,040",Not Applicable,Not Applicable,6.0,114,3.0000000000000004,30598,25.70000000000002,100133,CU5,R3,S4,Type2,GRE2,RA_RO1
Lancaster University,2022,132,https://www.topuniversities.com/universities/lancaster-university,United Kingdom,Lancaster,Europe,Public,Very High,10.0,"5,557",L,"1,440",Not Applicable,Not Applicable,6.0,99,3.3000000000000007,66208,46.30000000000004,100134,CU2,R2,S2,Type2,GRE2,RA_RO1
University of Technology Sydney,2022,133,https://www.topuniversities.com/universities/university-technology-sydney,Australia,Haymarket,Oceania,Public,Very High,16.0,"8,653",L,"2,183",Not Applicable,Not Applicable,7.0,90,2.7,65747,30.300000000000026,100135,CU9,R4,S2,Type2,GRE2,RA_RO1
Newcastle University,2022,134,https://www.topuniversities.com/universities/newcastle-university,United Kingdom,Newcastle upon Tyne,Europe,Public,Very High,10.0,"8,100",L,"2,766",Not Applicable,Not Applicable,7.5,97,2.6,39217,13.90000000000001,100136,CU2,R2,S2,Type2,GRE2,RA_RO1
Pontificia Universidad Católica de Chile (UC),2022,135,https://www.topuniversities.com/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc,Chile,Santiago,Latin America,Private,Very High,12.0,"1,072",L,"2,343",Not Applicable,Not Applicable,9.0,115,2.6,29805,11.100000000000007,100137,CU28,R5,S2,Type1,GRE2,RA_RO1
"KIT, Karlsruhe Institute of Technology",2022,136,https://www.topuniversities.com/universities/kit-karlsruhe-institute-technology,Germany,Karlsruhe,Europe,Public,Very High,10.0,"5,030",L,"2,080",Not Applicable,Not Applicable,6.5,108,3.0000000000000004,39793,20.100000000000016,100138,CU12,R2,S2,Type2,GRE2,RA_RO1
Kyushu University,2022,137,https://www.topuniversities.com/universities/kyushu-university,Japan,Fukuoka City,Asia,Public,Very High,7.0,"2,125",L,"2,761",Not Applicable,Not Applicable,6.5,91,3.1000000000000005,41419,39.400000000000034,100139,CU7,R3,S2,Type2,GRE2,RA_RO1
University of Basel,2022,138,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,Europe,Public,Very High,9.0,"2,875",M,"1,036",Not Applicable,Not Applicable,7.0,105,2.9000000000000004,61649,10.600000000000007,100140,CU3,R2,S1,Type2,GRE2,RA_RO1
McMaster University,2022,140,https://www.topuniversities.com/universities/mcmaster-university,Canada,Hamilton,North America,Public,Very High,7.0,"5,386",L,"3,819",Not Applicable,Not Applicable,9.0,108,3.2000000000000006,47291,27.600000000000023,100141,CU8,R1,S2,Type2,GRE2,RA_RO1
Ghent University,2022,141,https://www.topuniversities.com/universities/ghent-university,Belgium,Ghent,Europe,Public,Very High,7.0,"4,609",XL,"5,537",Not Applicable,Not Applicable,9.0,113,3.2000000000000006,34363,21.600000000000016,100142,CU17,R2,S4,Type2,GRE2,RA_RO1
Politecnico di Milano,2022,142,https://www.topuniversities.com/universities/politecnico-di-milano,Italy,Milan,Europe,Public,Very High,21.0,"7,452",XL,"1,659",Not Applicable,Not Applicable,7.5,109,3.400000000000001,37925,15.800000000000011,100143,CU29,R2,S4,Type2,GRE2,RA_RO1
Universiti Putra Malaysia (UPM),2022,143,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm,Malaysia,Seri Kembangan,Asia,Public,Very High,8.0,"5,040",L,"2,174",Not Applicable,Not Applicable,7.5,95,3.3000000000000007,26937,40.000000000000036,100144,CU14,R3,S2,Type2,GRE2,RA_RO1
Universiti Kebangsaan Malaysia (UKM),2022,144,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,Malaysia,Bangi,Asia,Public,Very High,6.0,"2,410",L,"2,829",Not Applicable,Not Applicable,6.0,101,3.400000000000001,42114,41.500000000000036,100145,CU14,R3,S2,Type2,GRE2,RA_RO1
Hokkaido University,2022,145,https://www.topuniversities.com/universities/hokkaido-university,Japan,Sapporo,Asia,Public,Very High,7.0,"1,984",L,"2,476",Not Applicable,Not Applicable,6.0,104,2.5,48771,22.600000000000016,100146,CU7,R3,S2,Type2,GRE2,RA_RO1
"University of California, Santa Barbara (UCSB)",2022,146,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb,United States,Santa Barbara,North America,Public,Very High,16.0,"4,309",L,"1,597",Optional,327,6.0,114,3.3000000000000007,66865,14.900000000000011,100147,CU1,R1,S2,Type2,GRE1,RA_RO1
Universiti Sains Malaysia (USM),2022,147,https://www.topuniversities.com/universities/universiti-sains-malaysia-usm,Malaysia,Gelugor,Asia,Public,Very High,8.0,"4,198",L,"2,249",Not Applicable,Not Applicable,9.0,95,3.0000000000000004,48751,32.300000000000026,100148,CU14,R3,S2,Type2,GRE2,RA_RO1
Stockholm University,2022,148,https://www.topuniversities.com/universities/stockholm-university,Sweden,Stockholm,Europe,Public,Very High,12.0,"7,567",L,"2,325",Not Applicable,Not Applicable,7.0,93,2.7,41686,10.800000000000008,100149,CU21,R2,S2,Type2,GRE2,RA_RO1
The University of Exeter,2022,149,https://www.topuniversities.com/universities/university-exeter,United Kingdom,Exeter,Europe,Public,Very High,10.0,"7,188",L,"2,393",Not Applicable,Not Applicable,8.0,91,2.7,54911,13.20000000000001,100150,CU2,R2,S2,Type2,GRE2,RA_RO1
University of Waterloo,2022,149,https://www.topuniversities.com/universities/university-waterloo,Canada,Waterloo,North America,Public,Very High,18.0,"10,269",XL,"1,908",Not Applicable,Not Applicable,6.5,101,2.8000000000000003,29645,47.00000000000004,100151,CU8,R1,S4,Type2,GRE2,RA_RO1
Cardiff University,2022,151,https://www.topuniversities.com/universities/cardiff-university,United Kingdom,Cardiff,Europe,Public,Very High,9.0,"7,819",L,"3,350",Not Applicable,Not Applicable,8.0,108,2.9000000000000004,28466,6.5000000000000036,100152,CU2,R2,S2,Type2,GRE2,RA_RO1
University of Vienna,2022,151,https://www.topuniversities.com/universities/university-vienna,Austria,Vienna,Europe,Public,Very High,12.0,"14,514",XL,"3,637",Not Applicable,Not Applicable,8.0,93,2.9000000000000004,68745,24.80000000000002,100153,CU30,R2,S4,Type2,GRE2,RA_RO1
University of York,2022,151,https://www.topuniversities.com/universities/university-york,United Kingdom,York,Europe,Public,Very High,9.0,"5,098",L,"2,209",Not Applicable,Not Applicable,6.0,97,3.400000000000001,62594,26.300000000000022,100154,CU2,R2,S2,Type2,GRE2,RA_RO1
University of Rochester,2022,154,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,North America,Private,Very High,5.0,"3,644",M,"1,853",Yes,294,6.0,97,2.9000000000000004,64656,26.50000000000002,100155,CU1,R1,S1,Type1,GRE3,RA_RO1
Aarhus University,2022,155,https://www.topuniversities.com/universities/aarhus-university,Denmark,Aarhus,Europe,Public,Very High,11.0,"2,911",L,683,Not Applicable,Not Applicable,7.0,109,3.2000000000000006,65537,29.200000000000024,100156,CU19,R2,S2,Type2,GRE2,RA_RO1
Hanyang University,2022,156,https://www.topuniversities.com/universities/hanyang-university,South Korea,Seoul,Asia,Private,Very High,7.0,"3,455",L,"3,164",Not Applicable,Not Applicable,6.0,100,3.0000000000000004,49130,3.1,100157,CU10,R3,S2,Type1,GRE2,RA_RO1
Michigan State University,2022,157,https://www.topuniversities.com/universities/michigan-state-university,United States,East Lansing,North America,Public,Very High,15.0,"5,795",XL,"3,008",Yes,305,9.0,102,2.7,57485,33.800000000000026,100158,CU1,R1,S4,Type2,GRE3,RA_RO1
"University of Maryland, College Park",2022,158,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,Public,Very High,10.0,"4,659",XL,"3,798",Optional,296,8.5,101,2.7,30348,11.100000000000007,100159,CU1,R1,S4,Type2,GRE1,RA_RO1
